CDS_number,VF_number,Length_bp,Description,1000ng_NoRibo,500ng_NoRibo,100ng_NoRibo,1000ng_Ribodpl,500ng_Ribodpl,100ng_Ribodpl,50ng_Ribodpl,25ng_Ribodpl,10ng_Ribodpl,5ng_Ribodpl_17cyc,5ng_Ribodpl_15cyc,2ng_Ribodpl_17cyc,2ng_Ribodpl_15cyc,1ng_Ribodpl_17cyc,1ng_Ribodpl_15cyc
c1cds1912,VF_1898,906,hypothetical protein,3249,3803,3353,3447,3306,2599,7790,603,3371,3555,3517,1943,863,696,464
c1cds1913,VF_1899,393,hypothetical protein,995,1008,1033,969,1056,774,4313,267,1364,1324,1289,1136,737,333,100
c1cds1914,VF_1900,450,competence protein ComE,2122,1673,1116,1013,1064,691,3470,259,1390,2019,1762,1174,573,420,172
c1cds1915,VF_1901,360,hypothetical protein,389,348,259,200,192,105,351,19,112,151,92,70,11,6,5
c1cds1916,VF_1902,132,hypothetical protein,280,321,271,277,306,255,964,75,298,146,160,55,32,31,11
c1cds1917,VF_1903,576,nitrate reductase%2C cytochrome c-type%2C periplasmic,1742,2108,2061,2087,1949,1456,5143,391,1881,2733,2544,1578,1086,793,303
c1cds1918,VF_1904,474,nitrate reductase%2C small%2C cytochrome C550 subunit%2C periplasmic,2145,1956,1586,1531,1513,975,3258,258,1260,2252,2357,1524,885,407,258
c1cds1919,VF_1905,2490,nitrate reductase catalytic subunit,2470,2973,2910,2787,2863,1982,7786,596,2705,4325,4123,2411,1760,780,511
c1cds1920,VF_1906,285,protein required for assembly of periplasmic nitrate reductase %28NapA%29,150,132,106,109,109,50,180,18,90,11,113,79,20,30,15
c1cds1921,VF_1907,525,ferredoxin-type protein,41,36,27,33,39,24,59,10,26,128,46,2,17,9,16
c1cds1922,VF_1908,1692,nitrate%2Fnitrite sensor protein NarQ,413,397,328,252,265,174,624,59,216,227,269,169,92,15,18
c1cds1923,VF_1909,612,DNA-binding response regulator in two-component regulatory system with NarQ,622,649,551,561,519,343,1229,92,487,483,569,338,138,99,48
c1cds1924,VF_1910,330,ubiquinone biosynthesis protein AarF,113,136,83,102,89,67,212,17,82,191,176,160,88,1,32
c1cds1925,VF_1911,282,hypothetical protein,929,883,935,1041,998,581,1770,115,708,979,848,419,246,113,58
c1cds1926,VF_1912,285,hypothetical protein,58,65,48,44,45,46,222,7,65,246,65,62,43,30,1
c1cds1927,VF_1913,360,arsenate reductase,330,323,274,267,280,155,298,12,181,174,153,72,42,16,4
c1cds1928,VF_1914,1134,succinyl-diaminopimelate desuccinylase,897,1100,920,898,957,630,2405,170,839,1475,1270,787,370,240,136
c1cds1929,VF_1915,669,D-alanyl-D-alanine carboxypeptidase,637,515,404,348,318,211,838,35,258,396,403,237,262,58,59
c1cds1930,VF_1916,210,hypothetical protein,296,250,196,156,191,127,171,21,130,103,67,49,6,7,0
c1cds1931,VF_1917,1053,lipoprotein,1732,1888,1818,1589,1610,1087,4661,386,1561,2172,1979,1161,749,494,222
c1cds1932,VF_1918,882,dihydrodipicolinate synthase,1707,2145,1988,1859,1892,1396,5492,446,1986,2870,2517,1643,892,419,266
c1cds1933,VF_1919,528,DNA-binding transcriptional repressor,449,479,480,490,457,316,798,63,415,379,447,293,306,179,56
c1cds1934,VF_1920,471,thioredoxin-dependent thiol peroxidase,853,1011,1052,1157,1229,928,3099,219,969,1321,1149,668,435,183,122
c1cds1935,VF_1921,1065,hypothetical protein,333,328,318,317,304,201,618,70,283,348,317,306,173,62,47
c1cds1936,VF_2637,222,SirA-like redox protein,28,47,45,43,34,19,161,10,61,30,14,46,0,2,5
c1cds1937,VF_1922,1455,peptidase,677,752,611,535,527,317,997,74,415,468,497,220,211,58,60
c1cds1938,VF_1923,351,oxidoreductase,1660,1678,1395,1350,1192,754,2788,176,885,1129,1396,820,358,133,186
c1cds1939,VF_1924,429,hypothetical protein,544,563,476,412,363,260,773,59,322,405,385,170,222,70,48
c1cds1940,VF_1925,1176,hypothetical protein,746,920,747,838,784,568,1444,148,697,782,858,399,365,40,69
c1cds1941,VF_1926,1221,uracil transporter,591,629,580,481,471,293,1037,86,357,350,557,265,43,73,42
c1cds1942,VF_1927,645,uracil phosphoribosyltransferase,991,1222,1249,1412,1417,1028,4855,388,1681,1911,2249,1252,736,411,251
c1cds1943,VF_1928,1041,phosphoribosylaminoimidazole synthetase,347,429,431,365,401,270,828,51,307,729,587,361,245,71,63
c1cds1944,VF_1929,642,phosphoribosylglycinamide formyltransferase 1,171,199,203,198,191,119,317,25,116,300,179,153,80,6,1
c1cds1945,VF_1930,834,amidotransferase,1470,1686,1816,2001,2081,1496,5749,490,2435,2685,2991,1878,1047,511,390
c1cds1946,VF_1931,582,phosphoheptose isomerase,2315,2585,2680,2905,2701,2107,6922,551,2958,3547,3068,1740,1169,839,284
c1cds1947,VF_1932,2448,acyl-CoA dehydrogenase,1059,1108,1041,874,852,537,2455,139,719,1064,1027,802,449,290,144
c1cds1948,VF_2638,177,hypothetical protein,60,26,19,19,14,8,31,1,12,0,9,4,21,0,0
c1cds1949,VF_1934,1263,ferredoxin-dependent glutamate synthase,676,686,728,697,701,496,2163,193,773,1121,901,488,267,148,53
c1cds1950,VF_1935,732,DNA polymerase III subunit epsilon,279,343,340,319,311,219,936,60,210,595,561,401,127,42,58
c1cds1951,VF_1936,474,ribonuclease H,152,154,142,140,114,77,402,35,90,240,213,140,42,9,5
c1cds1952,VF_1937,744,S-adenosyl-L-methionine-dependent methyltransferase,468,574,492,399,394,294,1022,101,293,546,445,343,148,79,85
c1cds1953,VF_1938,759,hydroxyacylglutathione hydrolase,305,347,381,347,347,264,1198,96,433,432,577,377,328,102,93
c1cds1954,VF_1939,1554,membrane-bound lytic murein transglycosylase D,474,516,423,362,370,251,762,56,271,440,488,230,102,107,10
c1cds1955,VF_1940,693,hypothetical protein,611,655,520,479,476,323,1057,69,415,539,428,323,218,51,63
c1cds1956,VF_1941,867,hypothetical protein,273,225,191,166,127,69,208,21,92,96,58,97,80,31,9
c1cds1957,VF_1942,339,regulatory protein P-II for glutamine synthetase,576,609,575,590,563,305,1061,74,319,333,411,221,205,115,14
c1cds1958,VF_1943,312,cytochrome c-554%28548%29,252,413,508,569,570,407,2112,130,592,645,405,343,241,56,87
c1cds1959,VF_1945,1371,tRNA%28Ile%29-lysidine synthetase,776,651,541,546,485,319,949,98,483,643,551,325,263,88,68
c1cds1960,VF_1946,960,acetyl-CoA carboxylase carboxyltransferase subunit alpha,2115,2573,2460,2026,1879,1505,6693,444,2247,3143,2716,2020,1522,550,484
c1cds1961,VF_1947,3480,DNA polymerase III subunit alpha,1947,2261,2086,1863,1882,1300,5184,359,1785,2713,2610,1418,1153,352,386
c1cds1962,VF_1948,624,ribonuclease HII,243,338,271,265,260,149,614,55,183,444,277,233,138,74,39
c1cds1963,VF_1949,1152,lipid-A-disaccharide synthase,351,343,309,314,339,205,832,69,328,518,312,195,178,103,51
c1cds1964,VF_1950,789,UDP-N-acetylglucosamine acyltransferase,2062,2435,2415,2451,2398,1749,4843,518,2225,2771,3436,1952,1217,621,409
c1cds1965,VF_1951,453,%283R%29-hydroxymyristoyl-ACP dehydratase,1023,1124,1173,1042,1009,840,2148,173,1129,1301,1048,792,442,350,226
c1cds1966,VF_1952,1020,UDP-3-O-%5B3-hydroxymyristoyl%5D glucosamine N-acyltransferase,2999,3281,3013,2959,2822,2055,6542,500,2524,3623,3691,2295,1265,568,464
c1cds1967,VF_1953,516,periplasmic chaperone,1837,2035,1686,1739,1663,1215,6040,426,2112,3087,2579,1874,996,492,390
c1cds1968,VF_1954,2430,outer membrane protein assembly factor YaeT,1326,1499,1364,1391,1494,1030,3170,297,1370,1742,1639,928,651,346,240
c1cds1969,VF_1955,1359,membrane-associated zinc protease,625,618,513,530,524,348,1154,95,344,594,573,370,163,89,67
c1cds1970,VF_1956,1203,1-deoxy-D-xylulose 5-phosphate reductoisomerase,179,249,241,272,253,199,670,55,169,304,271,243,134,16,32
c1cds1971,VF_1957,780,CDP-diglyceride synthase,354,366,355,259,253,187,747,33,274,266,375,188,194,53,35
c1cds1972,VF_1958,774,undecaprenyl pyrophosphate synthase,623,742,685,722,702,473,1638,138,625,1201,769,565,382,190,86
c1cds1973,VF_1959,558,ribosome recycling factor,1305,1877,2315,2529,2459,2061,6785,601,2631,2735,2948,1771,1014,531,232
c1cds1974,VF_1960,732,uridylate kinase,715,821,1031,1128,1125,833,3220,235,1290,2887,2208,1446,550,339,190
c1cds1975,VF_1961,846,elongation factor Ts,11125,14379,15289,17470,17646,13892,53804,4271,18943,21095,19553,13181,7067,3492,2269
c1cds1976,VF_1962,729,30S ribosomal protein S2,19451,22248,20424,21009,21409,15928,59552,4916,23729,35137,35838,20888,12940,5842,3858
c1cds1977,VF_1963,828,methionine aminopeptidase,2153,2297,2287,2076,2027,1485,3768,244,1386,1650,2020,1067,545,346,152
c1cds1978,VF_1964,2622,PII uridylyl-transferase,720,730,635,539,540,346,1130,71,387,568,492,380,212,94,82
c1cds1979,VF_1965,381,hypothetical protein,739,691,521,319,345,192,483,32,190,101,158,103,47,44,3
c1cds1980,VF_1966,951,preprotein translocase subunit SecF,1633,1792,1717,1756,1503,1064,3345,284,1443,2129,1973,1180,649,353,298
c1cds1981,VF_1967,1857,preprotein translocase subunit SecD,1305,1749,1934,1949,1937,1535,5518,405,2124,2209,2515,1897,995,491,389
c1cds1982,VF_1968,336,preprotein translocase subunit YajC,2149,2214,1855,1767,1703,1105,5112,301,1273,1987,1776,1164,700,333,246
c1cds1983,VF_1969,1128,queuine tRNA-ribosyltransferase,2146,2282,1998,1879,1826,1321,3798,314,1420,2157,2280,1386,723,296,303
c1cds1984,VF_1970,1053,S-adenosylmethionine--tRNA ribosyltransferase-isomerase,407,415,427,433,394,318,1133,94,440,661,681,530,249,154,122
c1cds1985,VF_1971,444,acetoin utilization AcuB protein,5696,6321,5746,4383,4076,2340,8647,497,2608,3914,4173,2177,1390,979,392
c1cds1986,VF_1972,1329,isocitrate lyase,52,52,49,37,25,26,91,7,50,75,45,79,39,1,13
c1cds1987,VF_1973,1605,malate synthase,39,40,25,18,19,13,48,6,4,20,42,15,9,0,0
c1cds1988,VF_1974,900,LysR family transcriptional regulator,638,645,543,573,569,355,1245,118,425,701,526,267,155,62,81
c1cds1989,VF_1975,609,alkyl hydroperoxide reductase,12892,17504,18708,19614,19435,14709,59757,4551,20790,33584,31701,19643,11681,5213,3906
c1cds1990,VF_1976,744,copper homeostasis protein,1057,1104,979,876,887,597,2142,143,733,1152,1007,633,396,154,94
c1cds1991,VF_1977,363,hypothetical protein,129,117,105,97,111,67,331,15,106,121,93,32,36,24,30
c1cds1992,VF_1978,636,accessory colonization factor AcfA-like protein,33,34,35,41,37,28,91,16,41,47,17,44,5,0,11
c1cds1993,VF_1979,930,LysR family transcriptional regulator,309,268,238,227,230,127,378,20,123,121,156,93,41,64,31
c1cds1994,VF_1980,510,hypothetical protein,9,4,1,3,2,5,12,0,0,9,0,17,0,0,0
c1cds1995,VF_1981,561,hypothetical protein,3574,4225,4205,4422,4292,3156,7865,801,3593,4434,3644,2177,1313,431,326
c1cds1996,VF_1982,699,transcriptional regulator PhoU,413,533,545,574,629,465,1663,112,706,710,602,540,216,182,74
c1cds1997,VF_1983,819,phosphate transporter ATP-binding protein,878,772,639,549,567,383,990,62,448,730,477,456,204,55,106
c1cds1998,VF_1984,1536,phosphate transport system permease protein PstA,191,220,209,175,178,130,477,33,179,149,114,148,79,25,38
c1cds1999,VF_1985,2208,phosphate transport system permease protein PstC,258,244,204,176,171,133,475,29,140,243,220,220,113,57,21
c1cds2000,VF_1986,990,phosphate-binding protein,146,139,136,114,139,91,344,27,103,91,130,201,84,28,12
c1cds2001,VF_1987,1296,phosphate regulon sensor protein,346,429,387,391,316,221,887,51,269,437,408,237,132,69,27
c1cds2002,VF_1988,693,DNA-binding response regulator in two-component regulatory system with PhoR,353,447,422,344,313,210,824,93,251,426,529,260,96,27,42
c1cds2003,VF_1989,915,recombination associated protein,834,818,698,604,587,403,1170,81,437,720,642,415,253,193,84
c1cds2004,VF_1990,1389,peptidase,810,1007,982,948,974,695,2884,206,1000,1598,1504,1050,590,320,153
c1cds2005,VF_1991,255,%284Fe-4S%29-binding protein,61,68,98,116,112,81,336,25,145,157,129,45,50,51,4
c1cds2006,VF_1992,1095,hypothetical protein,745,726,619,596,594,344,1009,60,433,634,648,356,185,69,99
c1cds2007,VF_1993,1140,molecular chaperone DnaJ,997,1358,1427,918,883,668,2748,172,803,1747,1474,965,711,304,133
c1cds2008,VF_1994,1905,molecular chaperone DnaK,29306,35724,33797,33491,30802,22325,86330,6052,28712,50394,47830,31343,18894,10051,6170
c1cds2009,VF_1995,960,hypothetical protein,207,258,216,227,205,157,609,48,235,379,444,230,155,48,34
c1cds2010,VF_1996,585,heat shock protein,2250,2839,2496,2426,2302,1602,7644,618,2310,4238,3907,3132,1544,477,464
c1cds2011,VF_1997,894,inorganic polyphosphate%2FATP-NAD kinase,471,560,543,483,507,340,1034,62,372,461,411,251,267,89,61
c1cds2012,VF_1998,1668,recombination and repair protein,1111,1299,1115,1088,971,666,2226,183,795,873,958,673,268,130,72
c1cds2013,VF_1999,357,small protein A,138,148,159,158,164,91,648,19,140,247,263,128,62,49,38
c1cds2014,VF_2000,312,hypothetical protein,127,127,117,82,84,46,88,8,60,30,34,51,18,2,1
c1cds2015,VF_2001,438,hypothetical protein,140,102,102,89,68,49,186,20,42,98,100,49,28,23,3
c1cds2016,VF_2002,486,SsrA-binding protein,1565,1691,1358,1378,1254,836,2747,210,899,1560,1512,867,426,261,184
c1cds2017,VF_2003,549,hypothetical protein,74,84,97,101,101,79,495,17,127,203,180,94,63,35,15
c1cds2018,VF_2004,1887,hypothetical protein,221,202,134,71,91,52,195,8,66,128,119,57,59,27,6
c1cds2019,VF_2005,270,phage tail protein,22,44,39,43,35,23,62,2,24,64,51,28,4,14,0
c1cds2020,VF_2006,708,phage R protein,99,72,62,63,54,38,195,10,22,97,111,28,63,21,1
c1cds2021,VF_2007,366,hypothetical protein,65,33,35,21,20,8,68,3,51,49,32,23,13,11,0
c1cds2022,VF_2008,1134,tail sheath protein,32,47,47,37,33,35,93,12,36,35,58,17,3,2,8
c1cds2023,,168,hypothetical protein,2,6,3,2,5,1,10,0,6,27,0,4,1,0,1
c1cds2024,,522,hypothetical protein,15,24,9,11,14,7,20,0,8,55,9,22,9,0,0
c1cds2025,,474,hypothetical protein,2,3,8,6,0,0,12,0,7,0,2,1,0,0,0
c1cds2026,,450,hypothetical protein,11,13,5,7,3,1,11,0,14,0,12,3,3,0,0
c1cds2027,VF_2012,1035,major capsid protein,51,60,43,43,40,24,100,14,31,52,58,23,25,2,15
c1cds2028,VF_2013,813,capsid scaffolding protein,12,22,25,20,7,10,33,5,21,30,14,12,12,0,0
c1cds2029,,1767,terminase%2C ATPase subunit,3,4,2,4,1,5,22,0,1,0,8,0,0,0,0
c1cds2030,VF_2015,942,capsid portal protein,27,33,24,11,19,9,16,0,11,5,5,5,0,3,1
c1cds2031,,351,hypothetical protein,22,19,14,15,5,7,9,1,5,33,0,25,2,0,0
c1cds2032,,213,hypothetical protein,4,5,2,4,5,0,0,0,0,0,14,0,0,0,0
c1cds2033,,390,L-alanyl-D-glutamate peptidase,9,12,5,4,4,3,14,3,2,0,0,2,1,0,0
c1cds2034,,234,hypothetical protein,4,3,6,7,5,1,5,0,4,0,0,2,0,2,0
c1cds2035,VF_2019,456,hypothetical protein,35,50,49,31,45,23,92,14,53,113,69,31,2,0,1
c1cds2036,VF_2020,1347,phage tail protein,166,162,145,128,117,72,243,21,99,91,203,44,47,2,1
c1cds2037,,243,hypothetical protein,7,7,9,4,2,5,24,3,4,27,8,1,14,0,0
c1cds2038,,216,hypothetical protein,1,4,6,2,1,1,23,2,0,22,0,0,0,0,0
c1cds2039,VF_2022,1053,phage protein,49,44,35,30,43,24,117,0,18,17,16,27,8,16,0
c1cds2040,,387,phage protein,15,27,17,6,9,6,32,1,2,0,7,18,8,0,0
c1cds2041,,198,hypothetical protein,2,3,0,1,3,0,2,0,0,0,5,0,0,0,0
c1cds2042,,510,phage baseplate assembly protein,12,10,9,11,6,2,8,0,2,0,0,0,0,0,0
c1cds2043,VF_2026,945,phage tail protein,16,26,15,17,15,5,42,3,8,0,25,17,11,0,0
c1cds2044,VF_2027,1236,hypothetical protein,29,30,31,32,35,16,80,1,22,27,21,23,3,3,2
c1cds2045,VF_2028,414,hypothetical protein,31,32,18,21,19,14,48,1,14,21,56,18,9,0,5
c1cds2046,VF_2029,915,hypothetical protein,80,101,72,90,62,43,166,8,64,56,59,14,0,11,12
c1cds2047,VF_2030,555,exodeoxyribonuclease VIII,74,102,97,67,76,50,104,10,36,41,53,97,51,16,10
c1cds2048,,207,hypothetical protein,7,4,2,4,4,3,10,6,10,15,18,0,4,0,0
c1cds2049,VF_2031,2121,hypothetical protein,72,55,56,41,35,17,85,7,22,93,48,18,3,26,14
c1cds2050,VF_2032,336,hypothetical protein,373,232,189,126,127,74,752,45,244,262,189,192,61,50,68
c1cds2051,,231,hypothetical protein,7,9,2,3,3,2,4,0,0,0,0,4,8,0,0
c1cds2052,,228,hypothetical protein,5,11,4,5,3,2,5,1,4,18,0,0,0,0,0
c1cds2053,,129,hypothetical protein,10,2,4,2,0,0,4,0,0,0,10,2,0,0,0
c1cds2054,,402,hypothetical protein,4,2,1,5,1,1,14,0,0,0,7,0,0,0,1
c1cds2055,VF_2035,471,hypothetical protein,18,13,9,11,12,3,3,0,15,15,1,0,0,0,0
c1cds2056,VF_2036,534,phage regulatory protein %28CII%29,5,5,6,3,9,6,20,0,7,22,0,17,0,0,0
c1cds2057,,204,hypothetical protein,9,6,12,7,3,4,2,0,5,0,0,0,0,0,0
c1cds2058,,186,Cro%2FCI family transcriptional regulator-like protein,5,3,5,5,2,2,8,0,1,14,5,7,0,0,0
c1cds2059,VF_2037,648,Cro%2FCl family transcriptional regulator,1390,1617,1554,1525,1414,981,4659,355,1476,1994,2082,959,827,360,245
c1cds2060,VF_2648,282,hypothetical protein,1170,1144,825,785,801,517,1261,176,715,527,508,332,152,75,21
c1cds2061,VF_2038,342,hypothetical protein,934,929,839,839,738,516,2243,124,744,842,750,627,335,270,79
c1cds2062,VF_2039,1182,hypothetical protein,2597,2360,1958,1619,1615,1083,2885,262,1307,1378,1343,972,410,353,168
c1cds2063,VF_2040,351,hypothetical protein,413,435,397,359,363,304,976,78,355,601,474,214,163,91,51
c1cds2064,VF_2649,606,hypothetical protein,448,458,404,341,360,274,461,43,252,173,147,121,57,37,10
c1cds2065,VF_2041,978,DNA integration%2Frecombination%2Finvertion protein,388,409,339,287,240,151,448,31,155,180,162,191,102,51,36
c1cds2066,VF_2042,1629,methyl-accepting chemotaxis protein,237,277,259,270,204,179,550,47,204,399,165,195,156,37,38
c1cds2067,VF_2043,1134,maltose%2Fmaltodextrin-binding protein,144,166,131,121,133,82,283,16,82,170,181,168,78,37,28
c1cds2068,VF_2044,1299,maltose ABC transporter permease,23,22,20,24,17,21,32,7,13,22,31,11,15,0,1
c1cds2069,,915,maltose ABC transporter permease,13,16,17,8,8,7,15,1,8,15,13,28,0,8,0
c1cds2070,VF_2046,1137,maltose ABC transporter ATP-binding protein,37,50,38,32,44,30,101,7,24,0,46,27,21,3,0
c1cds2071,VF_2047,585,hypothetical protein,15,10,19,14,20,16,35,1,9,0,30,6,14,0,0
c1cds2072,VF_2048,1968,amylo-1%2C6-glucosidase,112,126,105,102,85,63,172,12,77,77,56,89,8,51,0
c1cds2073,VF_2049,1833,maltodextrin glucosidase,119,158,161,101,96,59,203,10,77,21,50,32,47,4,1
c1cds2074,VF_2051,936,LysR family transcriptional regulator,179,167,129,126,92,67,297,21,46,113,86,34,22,53,1
c1cds2075,VF_2052,627,magnesium transporter MgtE,7,9,12,9,7,6,41,0,14,37,15,0,5,0,0
c1cds2076,VF_2053,1050,hypothetical protein,626,629,593,524,542,383,1358,101,551,540,713,589,205,119,68
c1cds2077,VF_2054,1074,hypothetical protein,238,206,180,166,109,72,178,23,82,59,72,51,36,25,1
c1cds2078,VF_2055,1386,cytochrome C peroxidase,556,569,593,489,471,289,967,78,330,409,480,400,175,49,63
c1cds2079,VF_2056,870,pyridoxal kinase 2%2Fpyridoxine kinase,201,209,194,193,185,140,567,40,158,295,302,170,133,23,18
c1cds2080,VF_2057,2139,lysine decarboxylase 1,21,31,27,26,17,14,38,5,17,29,22,11,3,1,0
c1cds2081,VF_2058,1335,lysine%2Fcadaverine antiporter,3,5,6,5,3,6,10,4,3,10,0,5,0,1,0
c1cds2082,VF_2059,1470,sodium-linked D-alanine glycine permease,798,1039,1025,983,901,680,2629,231,1122,1338,973,691,438,282,96
c1cds2083,VF_2060,1626,DNA-binding transcriptional activator CadC,73,65,49,35,58,40,97,7,16,41,62,34,42,2,1
c1cds2084,VF_2061,426,hypothetical protein,87,76,70,40,44,20,84,14,64,38,16,45,9,3,13
c1cds2085,VF_2062,249,hypothetical protein,111,123,111,79,80,49,170,15,56,90,92,75,93,6,13
c1cds2086,VF_2063,945,homoserine O-succinyltransferase,189,175,159,116,98,61,160,12,74,47,83,41,37,13,18
c1cds2087,VF_2064,1233,anaerobic C4-dicarboxylate transporter,6622,8686,8997,8556,8238,5982,18372,1584,7563,10107,9946,5414,3761,1304,1278
c1cds2088,VF_2065,1215,nucleoside permease NupC,24,15,27,11,11,9,35,4,19,0,16,12,29,0,5
c1cds2089,VF_2066,564,hypothetical protein,75,90,100,107,79,57,305,27,121,78,74,25,36,0,11
c1cds2090,VF_2067,966,RNA polymerase%2C sigma-S %28sigma-38%29 factor,409,490,470,384,368,276,1081,99,462,387,487,235,121,122,73
c1cds2091,VF_2068,999,lipoprotein NlpD,1323,1463,1186,958,957,578,2245,182,661,1654,1512,1063,754,355,202
c1cds2092,VF_2069,627,protein-L-isoaspartate O-methyltransferase,171,188,178,182,189,125,599,39,152,255,325,288,276,94,61
c1cds2093,VF_2070,774,stationary phase survival protein SurE,305,332,345,321,278,186,778,53,268,265,305,234,117,36,101
c1cds2094,VF_2071,1056,tRNA pseudouridine synthase D,512,556,456,476,433,363,1225,96,529,643,543,479,203,118,69
c1cds2095,VF_2072,477,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,146,233,217,211,200,153,478,35,182,285,284,88,87,16,46
c1cds2096,VF_2073,717,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,167,249,180,167,179,130,540,36,170,226,252,134,138,19,12
c1cds2097,VF_2074,285,cell division protein,106,92,85,58,71,59,142,5,35,142,75,41,53,3,13
c1cds2098,VF_2075,1299,phosphopyruvate hydratase,37853,48873,49645,51386,48777,35397,136095,9274,46958,70855,69830,44652,25045,13529,8537
c1cds2099,VF_2076,1641,CTP synthetase,8377,9977,9063,8740,8329,5926,20623,1562,7011,10914,10972,6322,4065,2384,1271
c1cds2100,VF_2078,822,nucleoside triphosphate pyrophosphohydrolase,254,241,175,167,176,116,325,34,89,144,162,74,96,5,26
c1cds2101,VF_2079,1134,flagellin,3284,3750,3510,3012,2763,1975,6329,497,2165,3488,3273,2236,1048,833,416
c1cds2102,VF_2080,2238,%28p%29ppGpp synthetase I,3575,4066,4002,3970,3877,2849,10188,749,3708,5407,5352,3165,1524,878,551
c1cds2103,VF_2081,1350,23S rRNA 5-methyluridine methyltransferase,1108,1093,846,778,704,541,1750,198,712,965,901,608,438,142,85
