CDS_number,VF_number,Length_bp,Description,Plk1,Plk2,Plk3,Swt1,Swt2,Swt3,Vnt1,Vnt2,Vnt3
c1cds2012,VF_1998,1668,recombination and repair protein,579,566,582,7596,3564,666,39,235,272
c1cds2013,VF_1999,357,small protein A,2074,1626,2341,684,442,91,127,640,1761
c1cds2014,VF_2000,312,hypothetical protein,300,216,281,298,129,46,51,166,179
c1cds2015,VF_2001,438,hypothetical protein,215,212,262,282,181,49,31,165,226
c1cds2016,VF_2002,486,SsrA-binding protein,2494,3361,5527,3500,2940,836,147,810,1349
c1cds2017,VF_2003,549,hypothetical protein,446,700,892,193,403,79,5,797,854
c1cds2018,VF_2004,1887,hypothetical protein,483,347,363,122,195,52,36,56,141
c1cds2019,VF_2005,270,phage tail protein,79,55,61,95,110,23,0,13,21
c1cds2020,VF_2006,708,phage R protein,157,114,107,123,175,38,15,19,38
c1cds2021,VF_2007,366,hypothetical protein,65,19,49,76,67,8,0,5,16
c1cds2022,VF_2008,1134,tail sheath protein,72,57,70,81,116,35,0,12,27
c1cds2023,,168,hypothetical protein,11,6,8,15,7,1,0,0,3
c1cds2024,,522,hypothetical protein,19,5,11,11,11,7,0,7,9
c1cds2025,,474,hypothetical protein,8,7,6,7,4,0,0,11,11
c1cds2026,,450,hypothetical protein,10,7,8,9,11,1,0,5,2
c1cds2027,VF_2012,1035,major capsid protein,58,23,40,104,102,24,0,9,20
c1cds2028,VF_2013,813,capsid scaffolding protein,23,18,18,36,43,10,52,10,9
c1cds2029,,1767,terminase%2C ATPase subunit,13,11,15,6,5,5,0,4,16
c1cds2030,VF_2015,942,capsid portal protein,46,42,38,28,23,9,57,15,23
c1cds2031,,351,hypothetical protein,21,22,19,15,13,7,0,19,9
c1cds2032,,213,hypothetical protein,5,10,4,6,0,0,0,2,2
c1cds2033,,390,L-alanyl-D-glutamate peptidase,15,16,16,4,11,3,0,6,8
c1cds2034,,234,hypothetical protein,14,4,10,8,8,1,0,3,7
c1cds2035,VF_2019,456,hypothetical protein,264,176,274,88,116,23,34,92,175
c1cds2036,VF_2020,1347,phage tail protein,440,285,327,215,252,72,0,154,290
c1cds2037,,243,hypothetical protein,16,13,18,14,23,5,0,4,2
c1cds2038,,216,hypothetical protein,8,6,16,4,19,1,0,1,0
c1cds2039,VF_2022,1053,phage protein,100,84,93,91,67,24,39,28,64
c1cds2040,,387,phage protein,17,16,13,13,20,6,0,10,19
c1cds2041,,198,hypothetical protein,1,5,0,5,4,0,0,1,1
c1cds2042,,510,phage baseplate assembly protein,9,5,6,14,20,2,0,2,5
c1cds2043,VF_2026,945,phage tail protein,11,18,25,30,28,5,38,8,9
c1cds2044,VF_2027,1236,hypothetical protein,57,34,41,35,53,16,89,37,70
c1cds2045,VF_2028,414,hypothetical protein,122,95,73,50,76,14,25,14,41
c1cds2046,VF_2029,915,hypothetical protein,218,140,165,165,179,43,37,59,89
c1cds2047,VF_2030,555,exodeoxyribonuclease VIII,261,79,72,188,156,50,13,24,60
c1cds2048,,207,hypothetical protein,60,28,22,22,9,3,0,7,11
c1cds2049,VF_2031,2121,hypothetical protein,164,107,124,87,79,17,34,29,65
c1cds2050,VF_2032,336,hypothetical protein,179,151,95,366,634,74,60,56,73
c1cds2051,,231,hypothetical protein,17,5,6,8,4,2,0,10,19
c1cds2052,,228,hypothetical protein,14,11,7,5,16,2,1,10,15
c1cds2053,,129,hypothetical protein,7,0,0,3,0,0,0,2,3
c1cds2054,,402,hypothetical protein,14,8,1,4,9,1,0,15,15
c1cds2055,VF_2035,471,hypothetical protein,39,17,8,21,11,3,0,24,11
c1cds2056,VF_2036,534,phage regulatory protein %28CII%29,19,5,14,12,17,6,14,26,53
c1cds2057,,204,hypothetical protein,27,11,8,8,7,4,2,16,12
c1cds2058,,186,Cro%2FCI family transcriptional regulator-like protein,29,8,13,16,8,2,0,13,13
c1cds2059,VF_2037,648,Cro%2FCl family transcriptional regulator,2007,7711,7851,3974,4402,981,31,588,1108
c1cds2060,VF_2648,282,hypothetical protein,1024,2738,1878,2175,2229,517,78,309,286
c1cds2061,VF_2038,342,hypothetical protein,1194,3147,2747,1882,2042,516,114,498,761
c1cds2062,VF_2039,1182,hypothetical protein,1770,3082,2310,4941,3584,1083,318,644,807
c1cds2063,VF_2040,351,hypothetical protein,753,1140,1017,1261,1335,304,0,225,434
c1cds2064,VF_2649,606,hypothetical protein,1005,841,507,988,609,274,82,322,158
c1cds2065,VF_2041,978,DNA integration%2Frecombination%2Finvertion protein,150,236,267,583,429,151,3,114,113
c1cds2066,VF_2042,1629,methyl-accepting chemotaxis protein,236,6239,3461,325,956,179,83,214,278
c1cds2067,VF_2043,1134,maltose%2Fmaltodextrin-binding protein,111,165,150,421,532,82,0,88,189
c1cds2068,VF_2044,1299,maltose ABC transporter permease,42,39,40,127,101,21,0,21,37
c1cds2069,,915,maltose ABC transporter permease,40,34,29,53,51,7,0,17,20
c1cds2070,VF_2046,1137,maltose ABC transporter ATP-binding protein,78,74,69,162,140,30,1,17,35
c1cds2071,VF_2047,585,hypothetical protein,23,21,21,54,49,16,17,15,16
c1cds2072,VF_2048,1968,amylo-1%2C6-glucosidase,168,97,105,352,294,63,39,42,103
c1cds2073,VF_2049,1833,maltodextrin glucosidase,251,153,169,406,282,59,28,53,169
c1cds2074,VF_2051,936,LysR family transcriptional regulator,62,41,61,360,251,67,14,44,63
c1cds2075,VF_2052,627,magnesium transporter MgtE,17,60,33,20,35,6,0,22,20
c1cds2076,VF_2053,1050,hypothetical protein,324,199,198,615,1904,383,0,80,130
c1cds2077,VF_2054,1074,hypothetical protein,181,62,109,202,258,72,26,21,69
c1cds2078,VF_2055,1386,cytochrome C peroxidase,365,241,358,174,1239,289,38,136,240
c1cds2079,VF_2056,870,pyridoxal kinase 2%2Fpyridoxine kinase,653,561,699,713,497,140,0,243,431
c1cds2080,VF_2057,2139,lysine decarboxylase 1,45,40,77,56,51,14,54,70,129
c1cds2081,VF_2058,1335,lysine%2Fcadaverine antiporter,14,14,27,8,13,6,0,46,27
c1cds2082,VF_2059,1470,sodium-linked D-alanine glycine permease,1344,2996,4471,6827,3172,680,202,1934,2786
c1cds2083,VF_2060,1626,DNA-binding transcriptional activator CadC,429,886,631,71,103,40,74,314,540
c1cds2084,VF_2061,426,hypothetical protein,291,103,91,64,104,20,1489,125,1355
c1cds2085,VF_2062,249,hypothetical protein,146,69,97,97,174,49,565,184,1788
c1cds2086,VF_2063,945,homoserine O-succinyltransferase,172,129,140,383,127,61,222,146,293
c1cds2087,VF_2064,1233,anaerobic C4-dicarboxylate transporter,177,215,332,1044,35279,5982,33,99,146
c1cds2088,VF_2065,1215,nucleoside permease NupC,50,108,145,42,36,9,91,92,60
c1cds2089,VF_2066,564,hypothetical protein,2950,2454,1754,201,330,57,134,767,1135
c1cds2090,VF_2067,966,RNA polymerase%2C sigma-S %28sigma-38%29 factor,85674,45787,79228,723,1873,276,2669,21936,52223
c1cds2091,VF_2068,999,lipoprotein NlpD,48951,27685,32258,2075,2592,578,2844,7505,17321
c1cds2092,VF_2069,627,protein-L-isoaspartate O-methyltransferase,341,309,290,692,523,125,77,132,223
c1cds2093,VF_2070,774,stationary phase survival protein SurE,423,406,525,1259,675,186,19,159,283
c1cds2094,VF_2071,1056,tRNA pseudouridine synthase D,909,1041,1159,2272,1299,363,49,434,675
c1cds2095,VF_2072,477,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,297,329,423,622,575,153,0,171,265
c1cds2096,VF_2073,717,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,215,373,419,643,471,130,40,195,324
c1cds2097,VF_2074,285,cell division protein,89,93,118,208,101,59,32,70,82
c1cds2098,VF_2075,1299,phosphopyruvate hydratase,41175,40601,57550,90756,108427,35397,925,12395,29563
c1cds2099,VF_2076,1641,CTP synthetase,16017,15898,23866,19669,19302,5926,1004,5556,12247
c1cds2100,VF_2078,822,nucleoside triphosphate pyrophosphohydrolase,2804,759,916,412,271,116,360,640,825
c1cds2101,VF_2079,1134,flagellin,1021,5224,5233,4053,6613,1975,1,172,218
c1cds2102,VF_2080,2238,%28p%29ppGpp synthetase I,14422,11362,16833,9296,10842,2849,457,2432,5736
c1cds2103,VF_2081,1350,23S rRNA 5-methyluridine methyltransferase,3896,3939,5302,1809,1775,541,322,1109,2084
c1cds2104,VF_2082,2796,hybrid sensory histidine kinase BarA,1337,2598,3853,2998,1255,412,168,515,745
c1cds2105,VF_2083,381,4%27-phosphopantetheinyl transferase,365,633,671,977,819,215,43,262,383
c1cds2106,VF_2084,732,pyridoxine 5%27-phosphate synthase,1031,1587,1869,3296,3565,873,31,684,1110
c1cds2107,VF_2085,717,DNA repair protein RecO,475,517,531,506,207,66,45,161,249
c1cds2108,VF_2086,966,GTP-binding protein Era,6226,5888,6698,3436,1600,527,421,1800,3952
c1cds2109,VF_2087,672,ribonuclease III,3300,3543,3749,2175,874,227,249,764,1892
c1cds2110,VF_2088,903,leader peptidase %28signal peptidase I%29,6272,4017,4253,5234,2262,499,683,1333,3032
c1cds2111,VF_2089,1794,GTP-binding protein LepA,4909,7696,10289,15743,7812,2152,771,3775,7034
c1cds2112,VF_2090,486,sigma-E factor regulatory protein RseC,3231,1385,1614,615,530,119,47,628,1332
c1cds2113,VF_2091,927,periplasmic negative regulator of sigmaE,3819,2849,2880,856,754,236,83,900,2010
c1cds2114,VF_2092,618,anti-sigmaE factor%2C inner membrane,17018,11799,15443,3050,4126,883,1313,4836,13904
c1cds2115,VF_2093,579,RNA polymerase sigma factor RpoE,15190,11859,12234,2886,3718,884,1326,2813,9396
c1cds2116,VF_2094,1653,L-aspartate oxidase,4057,7828,10867,6026,6000,1503,69,582,975
c1cds2117,VF_2095,390,hypothetical protein,23,67,65,69,84,22,0,51,69
c1cds2118,VF_2096,261,hypothetical protein,305,293,228,792,1031,262,1,90,167
c1cds2119,VF_2097,957,folate-dependent regulatory protein,827,769,915,1605,1541,403,176,385,537
c1cds2120,VF_2098,483,regulatory protein,22,37,65,140,109,30,0,60,65
c1cds2121,VF_2650,111,hypothetical protein,13,11,10,9,7,3,20,14,13
c1cds2122,VF_2099,204,hypothetical protein,5255,1315,1879,290,302,76,49,252,178
c1cds2123,VF_2100,1209,2-octaprenyl-6-methoxyphenol hydroxylase,741,1054,1187,1722,2294,614,72,239,413
c1cds2124,VF_2101,1200,2-octaprenyl-6-methoxyphenyl hydroxylase,806,1293,1428,2237,3205,973,43,500,814
c1cds2125,VF_2102,570,hypothetical protein,1010,1104,1610,1959,2725,842,103,625,1019
c1cds2126,VF_2103,342,hypothetical protein,2022,3227,3343,2357,5060,1091,68,1581,3203
c1cds2127,VF_2104,582,ligase,261,233,369,556,520,110,0,216,475
c1cds2128,VF_2105,657,ribose-5-phosphate isomerase A,914,1773,2402,2768,1197,322,123,493,793
c1cds2129,VF_2106,1230,D-3-phosphoglycerate dehydrogenase,1775,952,1172,2297,1701,514,221,1052,1138
c1cds2130,VF_2107,693,hypothetical protein,3735,1913,1988,939,4602,1086,38,384,927
c1cds2131,VF_2108,861,mechanosensitive ion channel MscS,4816,3927,4858,5679,5035,1124,232,1741,2374
c1cds2132,VF_2109,780,hypothetical protein,1163,1073,1196,2487,2592,903,133,791,815
c1cds2133,VF_2110,1434,transporter,462,685,716,562,347,107,49,365,673
c1cds2134,VF_2111,180,hypothetical protein,26380,3163,3594,439,301,72,69,464,753
c1cds2135,VF_2112,528,hypothetical protein,3804,2813,2494,245,401,120,877,510,841
c1cds2136,VF_2113,675,uracil-DNA glycosylase,872,937,941,761,485,143,57,314,505
c1cds2137,VF_2114,672,endonuclease IV,848,874,813,900,742,211,55,350,569
c1cds2138,VF_2115,378,autonomous glycyl radical cofactor GrcA,37944,15898,21734,5534,23281,7887,240,1094,2180
c1cds2139,VF_2116,1284,threonine synthase,1833,1880,2282,7592,6779,1174,130,640,942
c1cds2140,VF_2117,957,homoserine kinase,1131,1105,1587,4713,2956,704,94,382,513
c1cds2141,VF_2118,2460,bifunctional aspartokinase I%2Fhomoserine dehydrogenase I,1994,1946,3243,9604,6689,1589,216,1252,1331
c1cds2142,VF_2652,69,thr operon leader peptide,681,730,550,94,264,32,0,91,215
c1cds2143,VF_2119,477,ribonuclease activity regulator protein RraA,4091,2391,2632,646,1141,251,318,626,1418
c1cds2144,VF_2120,720,two-component response regulator,5758,10079,13910,6929,7131,2367,952,2567,5122
c1cds2145,VF_2121,447,lipoprotein,953,693,804,1655,1897,439,128,316,402
c1cds2146,VF_2122,2367,aerobic respiration control sensor protein ArcB,1600,2308,2548,2880,4789,1170,149,878,1425
c1cds2147,VF_2123,942,Fe-S oxidoreductase,54,92,145,58,44,20,0,63,78
c1cds2148,VF_2124,4548,glutamate synthase%2C large subunit,3047,6921,15318,11047,10841,2924,114,1429,1776
c1cds2149,VF_2125,1473,glutamate synthase subunit beta,2940,3772,5894,3029,7295,1908,42,484,759
c1cds2150,VF_2126,432,hypothetical protein,5394,4592,4025,867,1154,156,204,777,1769
c1cds2151,VF_2128,696,5%27-methylthioadenosine%2FS-adenosylhomocysteine nucleosidase,829,1082,1471,3647,1863,672,24,591,666
c1cds2152,VF_2129,954,adenosylcobinamide-phosphate synthase,155,205,181,375,125,51,43,112,87
c1cds2153,VF_2130,612,hypothetical protein,132,280,312,446,445,112,0,109,210
c1cds2154,VF_2131,1314,cell wall endopeptidase,911,1201,1158,2391,1150,349,124,492,494
c1cds2155,VF_2132,3099,acriflavin resistance plasma membrane protein,19459,10072,16490,772,442,85,645,1402,2476
c1cds2156,VF_2133,1113,periplasmic protein of efflux system,6988,3997,5972,333,291,51,442,1091,1525
c1cds2157,VF_2134,342,iron-sulfur cluster insertion protein ErpA,7013,4691,6416,1415,865,316,294,2622,3258
c1cds2158,VF_2135,1296,glutamate-1-semialdehyde aminotransferase,3112,4111,6162,7656,8156,2151,61,505,823
c1cds2159,VF_2136,1086,permease,626,1371,1158,940,543,186,81,296,348
c1cds2160,VF_2137,1020,16S rRNA m2G1207 methylase,277,524,599,1105,557,168,182,388,469
c1cds2161,VF_2138,3381,chitin sensor histidine kinase ChiS,929,1501,1704,3542,1551,456,202,954,1041
c1cds2162,VF_2139,1674,chitooligosaccharide-binding protein,1496,5108,7048,1730,12103,2659,115,779,1604
c1cds2163,VF_2140,987,chitooligosaccharide transport system permease,28,78,190,77,738,156,27,7,18
c1cds2164,VF_2141,1026,chitooligosaccharide transport system permease,40,176,263,147,1218,259,0,14,21
c1cds2165,VF_2142,984,chitooligosaccharide transport ATP-binding protein,75,221,321,273,1919,371,0,20,29
c1cds2166,VF_2143,996,chitooligosaccharide transport ATP-binding protein,212,362,501,356,1785,302,18,56,153
c1cds2167,VF_2144,1719,endochitinase,327,854,895,605,2226,283,49,163,297
c1cds2168,VF_2145,876,N-acetylglucosamine kinase,81,103,159,144,238,48,0,16,20
c1cds2169,VF_2146,1908,beta-hexosaminidase,421,482,519,647,1930,378,75,98,162
c1cds2170,VF_2147,2406,N%2CN%27-diacetylchitobiose phosphorylase,891,956,1298,3523,9561,907,81,275,582
c1cds2171,VF_2148,1413,phosphoglucomutase,2031,1604,1928,1395,3333,306,3,325,741
c1cds2172,VF_2149,1035,iron%28III%29-transport system ATP-binding protein,856,1787,1002,2000,273,93,75,171,168
c1cds2173,VF_2150,1632,iron%28III%29-transport system permease SfuB,845,1763,783,1083,117,43,32,204,167
c1cds2174,VF_2151,1014,iron%28III%29 ABC transporter periplasmic binding protein,12355,25818,13402,35189,1132,239,342,2989,3580
c1cds2175,VF_2152,1230,ammonium transporter,403,404,365,52,72,18,34,61,168
c1cds2176,VF_2153,339,nitrogen regulatory protein GlnK,36,41,34,14,18,5,30,6,10
c1cds2177,VF_2154,369,hypothetical protein,1066,732,849,462,622,212,0,240,342
c1cds2178,VF_2155,1146,DNA-binding transcriptional activator,86,171,153,302,298,98,41,115,162
c1cds2179,VF_2156,1266,fructuronate transporter,355,2845,3224,142,136,28,2,41,90
c1cds2180,VF_2157,1131,glycerate kinase,347,2265,986,205,165,50,53,63,126
c1cds2181,VF_2158,2541,bifunctional aconitate hydratase 2%2F2-methylisocitrate dehydratase,10833,22685,33734,40135,37902,6352,177,3454,4741
c1cds2182,VF_2159,2271,serine protease,1499,1757,2013,2561,2811,699,158,649,775
c1cds2183,VF_2161,1497,methyl-accepting chemotaxis protein,566,1864,1826,4161,3496,976,46,227,315
c1cds2184,VF_2162,2373,bifunctional glycosyl transferase and transpeptidase,1098,1258,1484,1835,1744,562,117,431,827
c1cds2185,VF_2163,2466,ATP-dependent RNA helicase HrpB,730,786,1014,1480,1177,468,127,451,622
c1cds2186,VF_2164,708,sugar fermentation stimulation protein A%2C DNA-binding transcriptional regulator,7545,5768,5410,1970,1635,547,381,893,2246
c1cds2187,VF_2165,450,DNA-binding transcriptional regulator of rRNA transcription%2C DnaK suppressor protein,8245,13507,16257,5303,4853,1078,470,2534,5417
c1cds2188,VF_2653,894,glutamyl-Q tRNA%28Asp%29 synthetase,267,140,128,275,116,26,81,82,122
c1cds2189,VF_2166,1428,poly%28A%29 polymerase,1302,1712,1845,2249,1332,423,94,856,1388
c1cds2190,VF_2168,486,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,183,331,364,742,717,145,7,77,117
c1cds2191,VF_2169,795,3-methyl-2-oxobutanoate hydroxymethyltransferase,368,564,769,1827,1528,416,11,288,460
c1cds2192,VF_2170,876,pantoate--beta-alanine ligase,781,1468,2007,2770,1815,550,35,386,781
c1cds2193,VF_2171,771,ABC transporter membrane protein,374,332,343,659,435,128,0,213,159
c1cds2194,VF_2172,918,ABC transporter ATP-binding protein,411,295,337,1003,634,218,62,271,330
c1cds2195,VF_2173,1656,transporter,748,566,497,492,500,145,83,282,296
c1cds2196,VF_2174,684,carbonic anhydrase,1373,1161,1019,6318,4578,1102,0,292,420
c1cds2197,VF_2175,252,hypothetical protein,2852,1183,1522,161,253,53,132,1510,988
c1cds2198,VF_2176,531,hypoxanthine phosphoribosyltransferase,1693,1350,1698,3801,1653,527,61,693,841
c1cds2199,VF_2177,606,quorum sensing transcriptional regulator LitR,14478,11027,10847,12785,16024,2618,527,4973,6966
c1cds2200,VF_2178,1428,dihydrolipoamide dehydrogenase,8141,11636,14474,64847,42185,12009,153,4310,7041
c1cds2201,VF_2179,1887,dihydrolipoamide acetyltransferase,16309,15607,19729,60586,28247,10898,118,1710,4150
c1cds2202,VF_2181,2664,pyruvate dehydrogenase%2C decarboxylase component E1%2C thiamin-binding,24962,21667,27722,91977,21927,9095,467,3772,8750
c1cds2203,VF_2182,771,transcriptional regulator PdhR,3821,3961,3994,6876,1888,722,239,1079,2405
c1cds2204,VF_2183,552,N-acetyl-anhydromuranmyl-L-alanine amidase,317,507,401,316,451,116,0,146,283
c1cds2205,VF_2184,900,quinolinate phosphoribosyltransferase,2134,2324,3226,2045,2402,677,118,940,1587
c1cds2206,,405,pilin subunit PilA,5,5,11,9,11,2,0,5,5
c1cds2207,VF_2186,1689,pilus assembly protein PilB,9,8,11,7,5,5,18,7,10
c1cds2208,,1239,pilus assembly protein PilC,13,0,7,8,11,4,0,10,11
c1cds2209,VF_2188,888,type 4 prepilin peptidase PilD,795,679,817,427,233,61,75,194,553
c1cds2210,VF_2189,549,dephospho-CoA kinase,1631,1136,1124,759,395,156,97,419,808
c1cds2211,VF_2190,747,hypothetical protein,1981,2203,2293,1654,2187,749,70,1243,1480
c1cds2212,VF_2191,210,zinc-binding protein,848,753,768,464,613,85,20,183,363
c1cds2213,VF_2192,402,nucleoside triphosphate pyrophosphohydrolase,204,101,88,410,305,113,44,58,59
c1cds2214,VF_2193,2724,preprotein translocase subunit SecA,9675,10105,12671,26873,17053,4487,782,3768,7052
c1cds2215,VF_2194,468,hypothetical protein,1007,814,788,589,494,143,249,288,476
c1cds2216,VF_2195,918,UDP-3-O-%5B3-hydroxymyristoyl%5D N-acetylglucosamine deacetylase,42116,67187,93710,30432,38104,11195,1641,22021,40608
c1cds2217,VF_2196,1251,cell division protein FtsZ,25327,26300,30716,24025,29240,7324,468,4059,9009
c1cds2218,VF_2197,1263,cell division protein FtsA,8719,8517,10814,5863,7054,1824,396,3180,6505
c1cds2219,VF_2199,771,cell division protein FtsQ,5886,3818,4438,1979,2052,577,341,2013,4029
c1cds2220,VF_2200,1464,UDP-N-acetylmuramate--L-alanine ligase,1360,2550,2669,4476,4159,983,28,1064,1901
c1cds2221,VF_2201,1065,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,324,460,553,1468,1471,397,0,113,198
c1cds2222,VF_2202,1131,integral membrane protein involved in stabilizing FtsZ ring during cell division,382,504,539,595,366,103,30,122,171
c1cds2223,VF_2203,1215,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,1219,1758,2153,2665,2016,568,33,358,604
c1cds2224,VF_2204,1083,phospho-N-acetylmuramoyl-pentapeptide-transferase,1160,2341,2401,2426,1768,515,96,491,760
c1cds2225,VF_2205,1359,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,1102,1893,2217,1823,1347,503,16,264,517
c1cds2226,VF_2206,1482,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase,1112,1488,1986,2388,1721,500,65,222,444
c1cds2227,VF_2207,1740,transpeptidase,1122,838,1209,1501,874,265,23,129,222
c1cds2228,VF_2208,327,membrane bound cell division protein,151,186,243,92,62,30,0,58,105
c1cds2229,VF_2209,951,S-adenosyl-methyltransferase MraW,774,1679,2231,1276,1174,349,119,758,1288
c1cds2230,VF_2210,930,methyltransferase,2401,861,1035,1898,1276,386,18,226,391
c1cds2231,VF_2211,1812,hypothetical protein,5277,6222,7591,5453,5866,1698,371,1490,2931
c1cds2232,VF_2212,372,hypothetical protein,227,227,279,308,339,97,0,73,144
c1cds2233,VF_2213,591,DnaA initiator-associating factor for replication initiation,276,499,583,737,758,203,0,59,126
c1cds2234,VF_2214,588,hypothetical protein,494,466,638,1505,1613,508,5,155,169
c1cds2235,VF_2215,465,ClpXP protease specificity-enhancing factor,6964,11458,16490,9523,4587,1147,49,1703,3240
